iter	Accuracy	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6
214	0.90504	0.1833823852	0.737449116	0.9994288113	0.9229899103	0.9994273907	0.917617414	0.7580741421	0.9988185404
215	0.9050338776	0.1833147832	0.7375920506	0.9994288113	0.9229899103	0.9994273907	0.917617414	0.7579126965	0.9988185404
216	0.905037551	0.1832781888	0.7376206687	0.9994288113	0.9229899103	0.9994273907	0.917617414	0.7579120891	0.9988185404
217	0.9050436735	0.1832651403	0.7381716399	0.9994288113	0.9229924506	0.9994273907	0.917617414	0.7574777944	0.9988185404
218	0.9050322449	0.1832267092	0.738229252	0.9994288113	0.9229939327	0.9994273907	0.917617414	0.7573511768	0.9988199656
219	0.9050746939	0.1830745026	0.7382768185	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7575787654	0.9988199656
220	0.9050787755	0.1830722704	0.7382640037	0.9994402287	0.9229924506	0.9994273907	0.917617414	0.7576189905	0.9988185404
221	0.9050689796	0.1830358546	0.7381882718	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7576025306	0.9988427693
222	0.9050730612	0.1830349872	0.7376943555	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.758051845	0.9988427693
223	0.9050791837	0.1830178571	0.7375150594	0.9994359472	0.9229939327	0.9994273907	0.917617414	0.7582492823	0.9988399188
224	0.9051281633	0.1829643878	0.7381603964	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7580081858	0.9988470451
225	0.9051146939	0.1829634821	0.7377889965	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.758238085	0.9988470451
226	0.9051212245	0.1829626913	0.7383626464	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7577896401	0.9988470451
227	0.9051212245	0.1829627168	0.7383626464	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7577896401	0.9988470451
228	0.9051106122	0.1829427041	0.7383889873	0.9994402287	0.9229939327	0.9994273907	0.917617414	0.7576949429	0.998851321
229	0.9051069388	0.1828809694	0.7377888894	0.9994316656	0.9229954148	0.9994288195	0.9176201407	0.7581835841	0.9988541716
230	0.9051057143	0.1828666582	0.7378640777	0.9994316656	0.9229968969	0.9994288195	0.9176201407	0.7581078199	0.9988570222
231	0.9051053061	0.1828666327	0.7378640777	0.9994316656	0.9229954148	0.9994288195	0.9176201407	0.7581078199	0.9988555969
232	0.9050987755	0.1828619643	0.7377312917	0.9994359472	0.9229968969	0.9994288195	0.9176201407	0.758167579	0.9988655741
233	0.9051771429	0.1828357908	0.7383441369	0.9994316656	0.9229968969	0.9994273907	0.9176201407	0.7581539479	0.9988698501
234	0.9051783673	0.1828358036	0.7383497628	0.9994316656	0.9229968969	0.9994273907	0.9176201407	0.7581570803	0.9988698501
235	0.9052265306	0.182798801	0.7391068346	0.9994330928	0.9229968969	0.9994273907	0.9176201407	0.757818236	0.9988698501
236	0.9051910204	0.1827848469	0.738901539	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.7577442984	0.9988698501
237	0.9051910204	0.1827848214	0.738901539	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.7577442984	0.9988698501
238	0.9052159184	0.182735574	0.7391285654	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.7577036806	0.9988798276
239	0.9052212245	0.182731773	0.7390652459	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.7577901708	0.9988841038
240	0.9051885714	0.1826832015	0.7390514763	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.7575947925	0.9988755515
241	0.905202449	0.1826801786	0.7390887297	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.757653107	0.9988755515
242	0.905202449	0.1826802806	0.7390887297	0.9994330928	0.9229968969	0.9994559342	0.9176201407	0.757653107	0.9988755515
243	0.9052216327	0.1826475	0.7387590983	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7580728984	0.9988755515
244	0.9052216327	0.1826474107	0.7387590983	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7580728984	0.9988755515
245	0.9052216327	0.1826474235	0.7387590983	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7580728984	0.9988755515
246	0.90522	0.1826460077	0.7387492798	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7580707193	0.9988755515
247	0.9052142857	0.1826453061	0.7386664053	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581047725	0.9988755515
248	0.9052289796	0.1826270918	0.7387462577	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581317202	0.9988755515
249	0.9052289796	0.1826269898	0.7387462577	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581317202	0.9988755515
250	0.9052289796	0.182626977	0.7387462577	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581317202	0.9988755515
251	0.9052408163	0.1825964286	0.7388029005	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581610697	0.9988741262
252	0.9052412245	0.1825901148	0.7388047733	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581621148	0.9988741262
253	0.9052412245	0.1825900255	0.7388047733	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581621148	0.9988741262
254	0.9052412245	0.182590051	0.7388047733	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581621148	0.9988741262
255	0.9052412245	0.1825837245	0.7388001188	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581661149	0.9988741262
256	0.9052412245	0.182583699	0.7388001188	0.9994259439	0.9229968969	0.9994559342	0.9176201407	0.7581661149	0.9988741262
257	0.9052379592	0.1824825255	0.7386996269	0.9994259439	0.9229968969	0.99939029	0.9176201407	0.7582747194	0.9988741262
258	0.9052379592	0.1824825	0.7386996269	0.9994259439	0.9229968969	0.99939029	0.9176201407	0.7582747194	0.9988741262
259	0.9052387755	0.1824776276	0.7387002691	0.9994259439	0.9229968969	0.99939029	0.9176201407	0.7582784286	0.9988755515
260	0.9052567347	0.1824601913	0.7387734059	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7583303021	0.9988755515
261	0.9052567347	0.1824602168	0.7387734059	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7583303021	0.9988755515
262	0.9052481633	0.1824398852	0.7385343746	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7584783566	0.9988769769
263	0.9052481633	0.1824398342	0.7385343746	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7584783566	0.9988769769
264	0.9052481633	0.1824397832	0.7385343746	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7584783566	0.9988769769
265	0.9052791837	0.1824095153	0.738886545	0.9994287983	0.9229968969	0.99939029	0.9176201407	0.7583780715	0.9988769769
266	0.9052865306	0.1823880995	0.7390022706	0.9994330799	0.9229968969	0.99939029	0.9176201407	0.7583236154	0.9988769769
267	0.9052697959	0.1823339541	0.7388806325	0.9994359343	0.9228968202	0.99939029	0.9174527916	0.7585622665	0.9988755515
268	0.9052697959	0.1823338648	0.7388806325	0.9994359343	0.9228968202	0.99939029	0.9174527916	0.7585622665	0.9988755515
269	0.9052677551	0.1823328699	0.7389519569	0.9994373615	0.9228968202	0.99939029	0.9174527916	0.7584868017	0.9988755515
270	0.9052677551	0.1823328061	0.7389519569	0.9994373615	0.9228968202	0.99939029	0.9174527916	0.7584868017	0.9988755515
271	0.9052616327	0.1823323724	0.7389347136	0.9994373615	0.9228968202	0.99939029	0.9174527916	0.7584618077	0.9988755515
